geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,Alicante_hdbscan_5_5
POINT (-0.4997588232944696 38.36842710255608),,,,,,,park,,,,,,,-0.4997588232944696,38.36842710255608,49
POINT (-0.4997220768816854 38.368792428355086),,,,,,,park,,,,,,,-0.4997220768816854,38.368792428355086,49
POINT (-0.4995131359454059 38.367872691510364),,,,,,,park,,,,,,,-0.4995131359454059,38.367872691510364,49
POINT (-0.4995037525231672 38.36818888388704),,,,,,,park,,,,,,,-0.4995037525231672,38.36818888388704,49
POINT (-0.5143982745082056 38.33926184467837),biblioteca Florida Babel,,library,,,,,,,,,,,-0.5143982745082056,38.33926184467837,-1
POINT (-0.5034787851465143 38.36120416227922),Institut d'Educació Secundària 8 de Marzo,,school,,,,,calle Ciudad de Matanzas,,3005.0,,Generalitat Valenciana,,-0.5034787851465143,38.36120416227922,-1
POINT (-0.4897672339978966 38.35740039832552),,,,,,,park,,,,,,,-0.4897672339978966,38.35740039832552,-1
POINT (-0.4929461477437211 38.36249758546697),,,,,,,park,,,,,,,-0.4929461477437211,38.36249758546697,52
POINT (-0.493461085700116 38.37121187601472),,,,,,,park,,,,,,,-0.493461085700116,38.37121187601472,47
POINT (-0.4949618877827433 38.36595076459762),Colegio Nuestra Señora de los Ángeles,,school,,,,,,,,,,,-0.4949618877827433,38.36595076459762,52
POINT (-0.444879657640507 38.388520515167016),,,,,,,park,,,,,,,-0.444879657640507,38.388520515167016,10
POINT (-0.4761429121760049 38.3717527126377),Pabellón Agustinos,,,,,,sports_centre,,,,,,,-0.4761429121760049,38.3717527126377,-1
POINT (-0.5049569342367624 38.34365735437541),,,,,,,park,,,,,,,-0.5049569342367624,38.34365735437541,62
POINT (-0.4797486148403602 38.33980268993922),The Ocean Race Museo,,,museum,,,,Muelle de Levante,10,3001.0,,,,-0.4797486148403602,38.33980268993922,-1
POINT (-0.4873921835720971 38.33646030886585),Centre Integrat Públic de Formació Professional Politècnic Marítim-Pesquer del Mediterrani,,college,,,,,Muelle Pesquero,,3001.0,,Generalitat Valenciana,,-0.4873921835720971,38.33646030886585,-1
POINT (-0.4928788750014748 38.337492250546546),,,,,,,park,,,,,,,-0.4928788750014748,38.337492250546546,-1
POINT (-0.4930232994493134 38.33798201812032),Plaça de l'Arquitecte Miguel López / Plaza del Arquitecto Miguel López,,,,,,park,,,,,,,-0.4930232994493134,38.33798201812032,-1
POINT (-0.4915921086493469 38.33813024793865),,,,,,,park,,,,,,,-0.4915921086493469,38.33813024793865,-1
POINT (-0.5129977143455159 38.33065415318785),ALDI,supermarket,,,,,,,,,ALDI,,,-0.5129977143455159,38.33065415318785,42
POINT (-0.4432959338343751 38.38858240987479),Madagascar Mascotas,pet,,,,,,,,,,,,-0.4432959338343751,38.38858240987479,10
POINT (-0.4466201600467135 38.38672614970833),Citroen,car,,,,,,,,,,,,-0.4466201600467135,38.38672614970833,10
POINT (-0.4794127032140658 38.343712642322295),,,,,,government,,,,,,,,-0.4794127032140658,38.343712642322295,-1
POINT (-0.4786053454616294 38.342809892609424),,,,hotel,,,,,,,,,,-0.4786053454616294,38.342809892609424,-1
POINT (-0.4709178533523892 38.36766085691024),,,,,,,park,,,,,,,-0.4709178533523892,38.36766085691024,70
POINT (-0.4737730537934289 38.36969882116705),,,,,,,park,,,,,,,-0.4737730537934289,38.36969882116705,-1
POINT (-0.5123662581241296 38.33118076405828),Colegio El Palmeral,,school,,,,,Calle Portet de Moraira,2,,,,,-0.5123662581241296,38.33118076405828,42
POINT (-0.506322206562739 38.3468286408516),Col·legi d'Educació Infantil i Primària Gabriel Miró,,school,,,,,,,,,,,-0.506322206562739,38.3468286408516,-1
POINT (-0.4775904623992428 38.37326948493748),Centro de Salud Juan XXIII,,clinic,,clinic,,,,,,,Generalitat Valenciana Conselleria de Salut,,-0.4775904623992428,38.37326948493748,-1
POINT (-0.4457141836483168 38.36892472558125),Supercor,supermarket,,,,,,,,,Supercor,El Corte Inglés,,-0.4457141836483168,38.36892472558125,-1
POINT (-0.4432151182796438 38.36955784988158),,car,,,,,,,,,,,,-0.4432151182796438,38.36955784988158,15
POINT (-0.4902393120689957 38.36761277177161),,,,,,,park,,,,,,,-0.4902393120689957,38.36761277177161,-1
POINT (-0.493434471901398 38.36944063727256),Plaça del Mediterrani / Plaza del Mediterráneo,,,,,,park,,,,,,,-0.493434471901398,38.36944063727256,-1
POINT (-0.4907318065882467 38.35834667375838),Plaza del Pueblo Gitano,,,,,,park,,,,,,,-0.4907318065882467,38.35834667375838,-1
POINT (-0.5203116295575106 38.31330744287749),Aparthotel Exe Alicante Hills,,,hotel,,,,Glorieta del Reino Unido,6,,,,,-0.5203116295575106,38.31330744287749,6
POINT (-0.4930537184883992 38.376617925231315),,,,,,,park,,,,,,,-0.4930537184883992,38.376617925231315,47
POINT (-0.4705680100770377 38.363393740814594),Col·legi d'Educació Infantil i Primària Azorín,,school,,,,,,,,,,,-0.4705680100770377,38.363393740814594,-1
POINT (-0.5037428041433272 38.36416767177206),Plaça del Pintor Lorenzo Aguirre / Plaza del Pintor Lorenzo Aguirre,,,,,,park,,,,,,,-0.5037428041433272,38.36416767177206,-1
POINT (-0.5029523739941429 38.36673763643051),,,,,,,park,,,,,,,-0.5029523739941429,38.36673763643051,-1
POINT (-0.5017021362036567 38.364823265497144),,,,,,,park,,,,,,,-0.5017021362036567,38.364823265497144,-1
POINT (-0.5058921821922476 38.366382436648024),,,,,,,park,,,,,,,-0.5058921821922476,38.366382436648024,-1
POINT (-0.5107195458746747 38.328191710743354),Plaça del Fester Paco Botella / Plaza del Fester Paco Botella,,,,,,park,,,,,,,-0.5107195458746747,38.328191710743354,-1
POINT (-0.4868045722234578 38.376216494918594),,,,,,,park,,,,,,,-0.4868045722234578,38.376216494918594,32
POINT (-0.4755344612686538 38.36122978507825),Bulevard del Pla / Bulevar del Pla,,,,,,park,,,,,,,-0.4755344612686538,38.36122978507825,-1
POINT (-0.463205521091025 38.36369678663725),Colegio Santa Teresa - Vistahermosa,,school,,,,,,,,,,,-0.463205521091025,38.36369678663725,55
POINT (-0.4639277059940076 38.36397747415422),Polideportivo,,,,,,sports_centre,,,,,,,-0.4639277059940076,38.36397747415422,55
POINT (-0.4857523525508699 38.35750321606247),Plaça de Bonifacia Rodríguez Castro / Plaza Bonifacia Rodríguez Castro,,,,,,park,,,,,,,-0.4857523525508699,38.35750321606247,78
POINT (-0.4869862097180773 38.35084047609655),Centre de Formació de Persones Adultes Paulo Freire,,school,,,,,Carrer Capitán Segarra / Calle Capitán Segarra,30,3004.0,,Generalitat Valenciana,,-0.4869862097180773,38.35084047609655,90
POINT (-0.4870271123737984 38.35474197820762),,,school,,,,,,,,,,,-0.4870271123737984,38.35474197820762,-1
POINT (-0.4829980749814654 38.345313592196064),Amelia Habitaciones,,,guest_house,,,,Carrer de Miguel Soler / Calle Miguel Soler,10,3002.0,,,,-0.4829980749814654,38.345313592196064,-1
POINT (-0.4849862856111769 38.34476646571108),Ditaly Pizza Alicante,,restaurant,,,,,Carrer de Castaños / Calle Castaños,16,3001.0,,,pizza;italian;pasta,-0.4849862856111769,38.34476646571108,-1
POINT (-0.4882990205338098 38.34642925587012),CeX,electronics,,,,,,calle Ángel Lozano,16,3001.0,CeX,webuy.com,,-0.4882990205338098,38.34642925587012,-1
POINT (-0.4848909757614023 38.3563778815791),Santisimo Sacramento Feyda,,school,,,,,,,,,,,-0.4848909757614023,38.3563778815791,-1
POINT (-0.4890628233102892 38.34431495639764),Nostrum,,restaurant,,,,,,,,,,argentinian;spanish,-0.4890628233102892,38.34431495639764,-1
POINT (-0.4871280452032127 38.34320829944418),Tainforma,,,,,it,,Calle Cid,22,3004.0,,,,-0.4871280452032127,38.34320829944418,98
POINT (-0.4867248439595172 38.34296180628414),Smile & Co Hostal,,,hotel,,,,c/ Rafael Terol,22,3001.0,,,,-0.4867248439595172,38.34296180628414,98
POINT (-0.4866342314441052 38.34222652844739),"Casa Alberola Alicante, Curio Collection by Hilton",,,hotel,,,,calle Canalejas,1,3001.0,Curio Collection by Hilton,Hilton,,-0.4866342314441052,38.34222652844739,-1
POINT (-0.4821208885168566 38.34425943853018),Serawa Alicante,,,hotel,,,,Carrer de Sant Ferran / Calle San Fernando,16,3002.0,Serawa Hotels,,,-0.4821208885168566,38.34425943853018,109
POINT (-0.4797930770167586 38.34605563205512),B&B La Milagrosa,,,hotel,,,,Calle Villavieja,8,,,,,-0.4797930770167586,38.34605563205512,-1
POINT (-0.4898251360811804 38.344260131928706),Vips,,restaurant,,,,,Avenida de Federico Soto,,,Vips,,international,-0.4898251360811804,38.344260131928706,-1
POINT (-0.4899047987087798 38.34442124106248),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.4899047987087798,38.34442124106248,-1
POINT (-0.4890230396121146 38.34286887700092),Levi's,clothes,,,,,,,,,Levi's,,,-0.4890230396121146,38.34286887700092,104
POINT (-0.493099381308578 38.341402771816895),,,,,,government,,,,,,,,-0.493099381308578,38.341402771816895,88
POINT (-0.4924740881646351 38.341206589200354),Instituto Nacional de la Seguridad Social (INSS),,,,,government,,Calle Churruca,26,3003.0,,,,-0.4924740881646351,38.341206589200354,88
POINT (-0.4920431638247218 38.34133421897345),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.4920431638247218,38.34133421897345,-1
POINT (-0.4889192708211761 38.341273807913744),Cash Converters,pawnbroker,,,,,,,,,Cash Converters,,,-0.4889192708211761,38.341273807913744,87
POINT (-0.4894304866919231 38.34104302669575),,second_hand,,,,,,,,,,,,-0.4894304866919231,38.34104302669575,87
POINT (-0.4863247145527075 38.35727062361941),Colegio Sagrada Familia,,school,,,,,carrer Francisco Carratalá Cernuda,13,3010.0,,Siervas de San José,,-0.4863247145527075,38.35727062361941,-1
POINT (-0.4870084228362466 38.3572302920766),Colegio del Santo Redentor,,college,,,,,,,,,,,-0.4870084228362466,38.3572302920766,-1
POINT (-0.48953214341578 38.35876019047687),,,,,,,park,,,,,,,-0.48953214341578,38.35876019047687,66
POINT (-0.5026748375045041 38.341055616979524),Second Hand,second_hand,,,,,,,,,,,,-0.5026748375045041,38.341055616979524,80
POINT (-0.4857302019770717 38.36109066415503),Colegio San Nicolás de Bari,,school,,,,,,,,,,,-0.4857302019770717,38.36109066415503,-1
POINT (-0.4788945786561756 38.35534863138506),Colegio Inmaculada del Pla,,school,,,,,,,,,,,-0.4788945786561756,38.35534863138506,-1
POINT (-0.4827789440334636 38.357797188714386),Colegio San Juan de la Cruz,,school,,,,,Carrer del General Espartero / Calle General Espartero,6,3012.0,,,,-0.4827789440334636,38.357797188714386,-1
POINT (-0.4738398058702634 38.35527154867588),Centre de Formació de Persones Adultes Giner de los Rios,,school,,,,,calle doctor Clavero,4,3013.0,,Generalitat Valenciana,,-0.4738398058702634,38.35527154867588,-1
POINT (-0.471631809934242 38.358340460633926),Lidl,supermarket,,,,,,,,,Lidl,,,-0.471631809934242,38.358340460633926,61
POINT (-0.4805391891626067 38.36106558395238),Polideportivo Municipal Manuel Fuster Ferrándiz,,,,,,sports_centre,,,,,,,-0.4805391891626067,38.36106558395238,81
POINT (-0.5025581346837378 38.34433138717231),Plaça de la Ciutat de la Justícia - Plaza de la Ciudad de la Justicia,,,,,,park,,,,,,,-0.5025581346837378,38.34433138717231,71
POINT (-0.5008967792063811 38.343448053897895),Col·legi d'Educació Infantil i Primària José Carlos Aguilera,,school,,,,,,,,,,,-0.5008967792063811,38.343448053897895,-1
POINT (-0.5013983245979315 38.33774232937457),,,,hotel,,,,,,,,,,-0.5013983245979315,38.33774232937457,-1
POINT (-0.5016012818399711 38.337064916969595),Travelodge Alicante Puerto,,,hotel,,,,,,,Campanile,Travelodge,,-0.5016012818399711,38.337064916969595,-1
POINT (-0.4657792678036268 38.3583458167242),Hospital Internacional Vithas Medimar - II,,hospital,,hospital,,,,,,,,,-0.4657792678036268,38.3583458167242,-1
POINT (-0.5114192023417566 38.3439943633311),Papelería Félix,stationery,,,,,,calle de Asturias,38,3007.0,,Felix,,-0.5114192023417566,38.3439943633311,63
POINT (-0.5110778770050255 38.3436966415676),Panaderia Bravo Bolleria,bakery,,,,,,calle de Asturias,,3007.0,,,,-0.5110778770050255,38.3436966415676,-1
POINT (-0.5103435703535888 38.343665327516895),bar deportivo,,bar,,,,,calle de Asturias,,3007.0,,,,-0.5103435703535888,38.343665327516895,63
POINT (-0.5166447573256153 38.34943795168728),Colegio Pedro Herrero,,school,,,,,,,,,,,-0.5166447573256153,38.34943795168728,-1
POINT (-0.4317575962320837 38.365927463961775),ALDI,supermarket,,,,,,,,,ALDI,,,-0.4317575962320837,38.365927463961775,-1
POINT (-0.4963370125284799 38.362733679498405),Centro social Los Ángeles,,community_centre,,,,,,,,,,,-0.4963370125284799,38.362733679498405,52
POINT (-0.4108625958567934 38.38334065749644),Hotel Almirante,,,hotel,,,,Avenida de Niza,38,3540.0,,Telefónica de España SAU,,-0.4108625958567934,38.38334065749644,-1
POINT (-0.4943686997710999 38.36452122612515),Dialprix,supermarket,,,,,,,,,,,,-0.4943686997710999,38.36452122612515,52
POINT (-0.6212538874016389 38.37713822693244),Venta de leña,variety_store,,,,,,,,,,Venta de leña,,-0.6212538874016389,38.37713822693244,-1
POINT (-0.4967921729761888 38.36262622297742),Centro de Salud Los Ángeles,,clinic,,clinic,,,,,,,,,-0.4967921729761888,38.36262622297742,52
POINT (-0.4910269630159682 38.363895209846994),Col·legi d'Educació Infantil i Primària Gastón Castelló,,school,,,,,,,,,,,-0.4910269630159682,38.363895209846994,-1
POINT (-0.4334771225572246 38.3618783615236),Parc del President Adolfo Suárez / Parque Presidente Adolfo Suárez,,,,,,park,,,,,,,-0.4334771225572246,38.3618783615236,-1
POINT (-0.4814565948603908 38.16592448431419),Casa del Governador,,,,,government,,Carrer Arzola / Calle Arzola,2,3138.0,,,,-0.4814565948603908,38.16592448431419,1
POINT (-0.5228982204265431 38.28145203984022),,,,,,,stadium,,,,,,,-0.5228982204265431,38.28145203984022,5
POINT (-0.4859623951388697 38.37125217265371),Col·legi d'Educació Infantil i Primària Virgen del Remedio,,school,,,,,,,,,,,-0.4859623951388697,38.37125217265371,32
POINT (-0.4866872514262179 38.340616731922104),,,,,,,park,,,,,,,-0.4866872514262179,38.340616731922104,-1
POINT (-0.4799990055800054 38.16612229485695),Anita,,restaurant,,,,,,,3138.0,,,seafood;regional,-0.4799990055800054,38.16612229485695,1
POINT (-0.4798558695445349 38.16604917328421),La Caleta,,restaurant,,,,,,,3138.0,,,regional,-0.4798558695445349,38.16604917328421,1
POINT (-0.4798683173947572 38.16615093561233),Tere,,restaurant,,,,,,,3138.0,,,regional;fish;seafood,-0.4798683173947572,38.16615093561233,1
POINT (-0.504728306172477 38.342290362720725),Plaça de Franklin Albricias Goetz / Plaza de Franklin Albricias Goetz,,,,,,park,,,,,,,-0.504728306172477,38.342290362720725,62
POINT (-0.4746323878526881 38.35189255511243),Maya,,,hotel,,,,Calle Canónigo Manuel Penalva,,3002.0,,,,-0.4746323878526881,38.35189255511243,68
POINT (-0.4776259664259987 38.349143253214855),MUSA Museo de Alicante,,,museum,,,,,,,,,,-0.4776259664259987,38.349143253214855,67
POINT (-0.4781425312435584 38.349284628360785),,,cafe,,,,,,,,,,,-0.4781425312435584,38.349284628360785,67
POINT (-0.4758651704048773 38.35688397229972),pabellón cubierto,,,,,,sports_centre,,,,,,,-0.4758651704048773,38.35688397229972,60
POINT (-0.4596931214965699 38.38030763400288),Sport Club Alicante,,,,,,sports_centre,,,,,,,-0.4596931214965699,38.38030763400288,-1
POINT (-0.4576136902692719 38.37085346235281),Hotel Daniya,,,hotel,,,,Avinguda de Dénia / Avenida de Denia,133,,,,,-0.4576136902692719,38.37085346235281,51
POINT (-0.4850929 38.3417745),noray cafe bar,,bar,,,,,,,,,,,-0.4850929,38.3417745,-1
POINT (-0.496218421892582 38.340461740859524),Plaça del Grup Escolar de Benalua / Plaza del Grupo Escolar de Benalúa,,,,,,park,,,,,,,-0.496218421892582,38.340461740859524,84
POINT (-0.5001196133875782 38.3408035216585),Centro de Salud Benalúa,,clinic,,clinic,,,,,,,,,-0.5001196133875782,38.3408035216585,-1
POINT (-0.4375343001453621 38.36670617173002),,,,,,,park,,,,,,,-0.4375343001453621,38.36670617173002,15
POINT (-0.5132518689045913 38.34031613511574),,,,,,,park,,,,,,,-0.5132518689045913,38.34031613511574,54
POINT (-0.5136426873307389 38.34087898441101),,,,,,,park,,,,,,,-0.5136426873307389,38.34087898441101,54
POINT (-0.4690438481317878 38.35503002288036),,,,,,,park,,,,,,,-0.4690438481317878,38.35503002288036,-1
POINT (-0.4854453711871072 38.37276348502443),Polideportivo Colonia Requena,,,,,,sports_centre,,,,,,,-0.4854453711871072,38.37276348502443,32
POINT (-0.4822935062958539 38.37807304065433),Institut d'Educació Secundària las Lomas,,school,,,,,,,3014.0,,Generalitat Valenciana,,-0.4822935062958539,38.37807304065433,-1
POINT (-0.4813259576675631 38.35822636144836),Colegio San José Hijas de la Caridad,,school,,,,,calle Martos,7,3012.0,,,,-0.4813259576675631,38.35822636144836,-1
POINT (-0.4610608661901804 38.36134095901075),,,,,,,park,,,,,,,-0.4610608661901804,38.36134095901075,55
POINT (-0.461908291072836 38.362847137869466),Instituto oftalmológico Vissum,,clinic,,clinic,,,,,,,,,-0.461908291072836,38.362847137869466,55
POINT (-0.4618494620611662 38.36247774311675),Restaurante buffet Colonial,,restaurant,,,,,,,,,,,-0.4618494620611662,38.36247774311675,55
POINT (-0.463956989641719 38.35921215825003),,,,,,,stadium,,,,,,,-0.463956989641719,38.35921215825003,-1
POINT (-0.4933628170197058 38.367330631503265),Piscina Municipal cubierta,,,,,,sports_centre,,,,,,,-0.4933628170197058,38.367330631503265,-1
POINT (-0.4778753087812873 38.34671915525536),Col·legi d'Educació Infantil i Primària San Roque,,school,,,,,Calle Villavieja,,,,Generalitat Valenciana,,-0.4778753087812873,38.34671915525536,-1
POINT (-0.5065638533760866 38.37447811044589),Norauto,car_repair,,,,,,,,,,,,-0.5065638533760866,38.37447811044589,18
POINT (-0.4823799713438883 38.16605037948855),La Tonaira,,restaurant,,,,,,,,,,regional,-0.4823799713438883,38.16605037948855,1
POINT (-0.481880665446551 38.166273706663),Casa Ramos,,restaurant,,,,,,,,,,,-0.481880665446551,38.166273706663,1
POINT (-0.4827331057704086 38.16619255028753),Ca A Masun,,restaurant,,,,,,,,,,,-0.4827331057704086,38.16619255028753,1
POINT (-0.4834490515275262 38.34678966968803),Pecados y Milagros,,restaurant,,,,,,,,,,mexican,-0.4834490515275262,38.34678966968803,114
POINT (-0.4121775952082706 38.375114966748505),,,,,,,park,,,,,,,-0.4121775952082706,38.375114966748505,-1
POINT (-0.4601003531235431 38.38670848443752),,,,,,,park,,,,,,,-0.4601003531235431,38.38670848443752,-1
POINT (-0.5136006680780301 38.3363689487894),,,,,,,park,,,,,,,-0.5136006680780301,38.3363689487894,-1
POINT (-0.4225626821563243 38.35830297383093),,,,,,,park,,,,,,,-0.4225626821563243,38.35830297383093,20
POINT (-0.41845786068391 38.37214078687557),Col·legi d'Educació Infantil i Primària La Condomina,,school,,,,,,,,,,,-0.41845786068391,38.37214078687557,-1
POINT (-0.4422852816795562 38.37025110641046),Family Park,,,theme_park,,,,Avenida de la Caja de Ahorros,,,,,,-0.4422852816795562,38.37025110641046,15
POINT (-0.4448291742822816 38.38781538951148),,,,,,,park,,,,,,,-0.4448291742822816,38.38781538951148,10
POINT (-0.4454846271992519 38.38778438498742),,,,,,,park,,,,,,,-0.4454846271992519,38.38778438498742,10
