geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1687015 41.3824236),PÖTSTOT,,restaurant,,,,,Carrer del Pintor Fortuny,32,8001.0,,,,2.1687015,41.3824236,241420,4606691,pötstot,-1
POINT (2.1694364 41.3825765),Biocenter,,restaurant,,,,,Carrer del Pintor Fortuny,25,8001.0,,,,2.1694364,41.3825765,241502,4606708,biocenter,-1
POINT (2.1606703 41.4045705),Veg World India,,restaurant,,,,,Carrer de Bruniquer,,8012.0,,,indian,2.1606703,41.4045705,240526,4609157,veg world india,762
POINT (2.1977602 41.3900835),Europcar,,car_rental,,,,,Carrer Rosa Sensat,4,,Europcar,,,2.1977602,41.3900835,244655,4607544,europcar,119
POINT (2.1784152 41.3818117),Pizzeria San Marino,,restaurant,,,,,Carrer de la Ciutat,12,8002.0,,,,2.1784152,41.3818117,242501,4606623,pizzeria san marino,735
POINT (2.1761782 41.4058214),,hairdresser,,,,,,,,,,,,2.1761782,41.4058214,242252,4609296,,556
POINT (2.177889 41.4054605),Barber Shop Estyle,hairdresser,,,,,,Carrer de Mallorca,439,8013.0,,,,2.177889,41.4054605,242443,4609256,barber shop estyle,-1
POINT (2.1514967 41.4011751),,,post_box,,,,,,,,Correos,Correos,,2.1514967,41.4011751,239505,4608779,,460
POINT (2.1209599 41.4049688),5º Pino,,bar,,,,,,,,,,,2.1209599,41.4049688,236105,4609201,5º pino,-1
POINT (2.1704485 41.394526),Mercadona,supermarket,,,,,,Carrer del Consell de Cent,366,,Mercadona,,,2.1704485,41.394526,241614,4608039,mercadona,-1
POINT (2.1681522 41.3989732),Caixabank,,bank,,,,,Avinguda Diagonal,390,,Caixabank,La Caixa,,2.1681522,41.3989732,241359,4608534,caixabank,-1
POINT (2.1570892 41.3900022),Foc i Oli,,restaurant,,,,,Carrer d'Aribau,,8036.0,,,sandwich,2.1570892,41.3900022,240127,4607535,foc i oli,715
POINT (2.1693331 41.3987204),Diagonal Informàtica,computer,,,,,,Avinguda Diagonal,331,,,,,2.1693331,41.3987204,241490,4608506,diagonal informàtica,-1
POINT (2.1682132 41.3961708),Navarro,florist,,,,,,Carrer de València,,8009.0,,,,2.1682132,41.3961708,241365,4608222,navarro,-1
POINT (2.1847634 41.4184083),Auto Evasión,car_repair,,,,,,,,,,,,2.1847634,41.4184083,243208,4610697,auto evasión,179
POINT (2.1839656 41.417008),Condis,supermarket,,,,,,,,,Condis,Condis,,2.1839656,41.417008,243119,4610541,condis,179
POINT (2.1841954 41.4175222),Lidl,supermarket,,,,,,,,,Lidl,,,2.1841954,41.4175222,243145,4610599,lidl,179
POINT (2.1852576 41.4163889),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,2.1852576,41.4163889,243263,4610472,banco sabadell,-1
POINT (2.1878888 41.4147666),"Farmàcia Faura Vendrell, Rosa M.",,pharmacy,,pharmacy,,,carrer Navas de Tolosa,270,8027.0,,,,2.1878888,41.4147666,243556,4610292,"farmàcia faura vendrell, rosa m.",284
POINT (2.1849973 41.4165696),"Farmàcia Blanch Boris, Maria Josep",,pharmacy,,,,,Carrer de Las Navas de Tolosa,329,8026.0,,,,2.1849973,41.4165696,243234,4610493,"farmàcia blanch boris, maria josep",-1
POINT (2.1851236 41.4178191),"Farmàcia Brillas Elias, Pere",,pharmacy,,,,,carrer de la Indústria,339,8027.0,,,,2.1851236,41.4178191,243248,4610632,"farmàcia brillas elias, pere",179
POINT (2.1846242 41.4185443),,,dentist,,dentist,,,,,,,,,2.1846242,41.4185443,243192,4610712,,179
POINT (2.1750649 41.377316),Pastis,,bar,,,,,,,,,,,2.1750649,41.377316,242128,4606123,pastis,483
POINT (2.1806803 41.3822737),Hotel Colonial,,,hotel,,,,Via Laietana,3,8003.0,,Gargallo,,2.1806803,41.3822737,242753,4606675,hotel colonial,-1
POINT (2.1658879 41.3825823),Acta BCN 40,,,hotel,,,,Carrer Joaquín Costa,40,8001.0,,,,2.1658879,41.3825823,241107,4606709,acta bcn 40,652
POINT (2.1441553 41.3702217),BCN Montjuïc,,,hotel,,,,,,,,,,2.1441553,41.3702217,238687,4605333,bcn montjuïc,-1
POINT (2.1365656 41.3875004),NH Les Corts,,,hotel,,,,Travessera de les Corts,292,8029.0,,NH Hoteles,,2.1365656,41.3875004,237842,4607257,nh les corts,397
POINT (2.1760058 41.3815095),Adidas,sports,,,,,,Carrer d'Avinyó,6,,Adidas,,,2.1760058,41.3815095,242233,4606590,adidas,858
POINT (2.1431923 41.3636041),Teatro de los sentidos,,theatre,,,,,,,,,,,2.1431923,41.3636041,238580,4604596,teatro de los sentidos,-1
POINT (2.1397071 41.383364),Mercadona,supermarket,,,,,,,,,Mercadona,,,2.1397071,41.383364,238192,4606796,mercadona,392
POINT (2.1464073 41.3899581),Banco Sabadell,,bank,,,,,Avinguda de Sarrià,19,,Banco Sabadell,,,2.1464073,41.3899581,238938,4607530,banco sabadell,639
POINT (2.1674444 41.3860376),Belushi's,,bar,,,,,Carrer de Bergara,3,8002.0,,,,2.1674444,41.3860376,241280,4607094,belushi's,799
POINT (2.1729617 41.3895384),The George Payne,,bar,,,,,Plaça d'Urquinaona,5,8010.0,,,,2.1729617,41.3895384,241894,4607483,the george payne,681
POINT (2.1575442 41.4182484),Bar Delicias,,bar,,,,,Carrer de Mühlberg,1,8024.0,,,,2.1575442,41.4182484,240178,4610679,bar delicias,-1
POINT (2.1799078 41.4527014),El Mirador de Barcelona - Restaurante El Cordero,,restaurant,,,,,Carrer de Riudecanyes,5,8033.0,,,spanish,2.1799078,41.4527014,242667,4614515,el mirador de barcelona - restaurante el cordero,-1
POINT (2.1558337 41.4048777),Kibuka,,restaurant,,,,,carrer de Verdi,64,8012.0,,Kabuki Verdi S.L.,japanese,2.1558337,41.4048777,239987,4609191,kibuka,887
POINT (2.1443934 41.3859374),L'Oreneta,,restaurant,,,,,Carrer de Rocafort,,8029.0,,,regional,2.1443934,41.3859374,238714,4607083,l'oreneta,-1
POINT (2.1543711 41.392321),Turris,bakery,,,,,,Carrer d'Aribau,158,8036.0,,,,2.1543711,41.392321,239825,4607793,turris,514
POINT (2.1551738 41.3918546),Brunch & Cake,,cafe,,,,,Carrer del Rosselló,189,8036.0,,,brunch,2.1551738,41.3918546,239914,4607741,brunch & cake,514
POINT (2.1274302 41.3833924),Forn&coffee Masedy,bakery,,,,,,,,,,,,2.1274302,41.3833924,236826,4606799,forn&coffee masedy,-1
POINT (2.1612966 41.3871184),,yes,,,,,,Carrer d'Aribau,32,,,,asian,2.1612966,41.3871184,240596,4607214,,725
POINT (2.1465409 41.3876396),Mercadona,supermarket,,,,,,Carrer de Viladomat,275-285,,Mercadona,,,2.1465409,41.3876396,238953,4607272,mercadona,-1
POINT (2.1340233 41.3701514),Catalunya Supermercat,supermarket,,,,,,,,8014.0,,,,2.1340233,41.3701514,237559,4605325,catalunya supermercat,-1
POINT (2.1143208 41.4028648),EINA,,college,,,,,,,,,,,2.1143208,41.4028648,235366,4608967,eina,-1
POINT (2.1550194 41.4171929),,,,viewpoint,,,,,,,,,,2.1550194,41.4171929,239897,4610562,,-1
POINT (2.1474229 41.430588),Els Mistos,,restaurant,,,,,Carrer de Juan de Mena,1-3,8035.0,,gallec,seafood,2.1474229,41.430588,239051,4612053,els mistos,20
POINT (2.1475549 41.4304921),Casa Ovidio - Lugo II,,restaurant,,,,,Carrer de Juan de Mena,1,8035.0,,gallec,galician,2.1475549,41.4304921,239066,4612042,casa ovidio - lugo ii,20
POINT (2.139365 41.4258909),"Farmàcia Martínez Moreno, Joan",,pharmacy,,,,,Carrer de Naïm,1,8035.0,,,,2.139365,41.4258909,238154,4611530,"farmàcia martínez moreno, joan",-1
POINT (2.1376299 41.4276783),"Farmàcia Bañeres Merinero, Carolina Maria",,pharmacy,,,,,Carrer d'Idumea,14,8035.0,,,,2.1376299,41.4276783,237961,4611729,"farmàcia bañeres merinero, carolina maria",52
POINT (2.157321 41.434906),CUAP Horta,,clinic,,clinic,,,Carrer de Sant Gaudenci,21,8031.0,,Consorci Sanitari de Barcelona,,2.157321,41.434906,240153,4612534,cuap horta,-1
POINT (2.1901456 41.41648),Condis,supermarket,,,,,,,,,Condis,Condis,,2.1901456,41.41648,243807,4610483,condis,-1
POINT (2.1980156 41.4174986),BonÀrea,supermarket,,,,,,,,,BonÀrea,,,2.1980156,41.4174986,244683,4610596,bonàrea,167
POINT (2.195009 41.4162667),Superverd,greengrocer,,,,,,Carrer de Huelva,48,8020.0,Superverd,,,2.195009,41.4162667,244348,4610459,superverd,168
POINT (2.1952104 41.4165017),Ferreteria Luma,hardware,,,,,,Carrer de Huelva,54,8020.0,,,,2.1952104,41.4165017,244371,4610485,ferreteria luma,168
POINT (2.1948556 41.4159831),Dia,supermarket,,,,,,Carrer de Fluvià,,8020.0,Dia,DIA,,2.1948556,41.4159831,244331,4610427,dia,168
POINT (2.1079674 41.3935611),IESE Business School,,university,,,,,Avinguda de Pearson,21,8034.0,,Universidad de Navarra,,2.1079674,41.3935611,234659,4607931,iese business school,11
POINT (2.1672056 41.4014755),Supercor Exprés,convenience,,,,,,Passeig de Sant Joan,138,8037.0,Supercor,,,2.1672056,41.4014755,241253,4608812,supercor exprés,-1
POINT (2.1702533 41.4028924),Consum,supermarket,,,,,,Carrer del Rosselló,346,8025.0,Consum,Consum,,2.1702533,41.4028924,241593,4608970,consum,-1
POINT (2.1671939 41.4023067),"Farmàcia Catalan Llobera, Jose Miguel",,pharmacy,,,,,Carrer de Còrsega,446,8037.0,,,,2.1671939,41.4023067,241252,4608905,"farmàcia catalan llobera, jose miguel",-1
POINT (2.1681288 41.4008067),Tecnocasa,,,,,property_management,,Passeig de Sant Joan,126,8037.0,,,,2.1681288,41.4008067,241356,4608738,tecnocasa,-1
POINT (2.1646889 41.4093999),Jazz petit,,bar,,,,,,,,,,,2.1646889,41.4093999,240973,4609694,jazz petit,433
POINT (2.1931117 41.4052109),Pai Mei,,restaurant,,,,,Avinguda Diagonal,208,8018.0,,,japanese,2.1931117,41.4052109,244137,4609228,pai mei,-1
POINT (2.1827397 41.4416172),Super Moyer,supermarket,,,,,,Carrer del Vinyar,26,8016.0,,,,2.1827397,41.4416172,242983,4613281,super moyer,67
POINT (2.1830669 41.442341),PAPIROTECNIC S.L.,stationery,,,,,,Carrer del Vinyar,34,8016.0,,,,2.1830669,41.442341,243019,4613361,papirotecnic s.l.,67
POINT (2.1826364 41.4407244),"Farmàcia Lavilla Biarge, Rodolf",,pharmacy,,pharmacy,,,Carrer d'Argullós,49,8016.0,,,,2.1826364,41.4407244,242971,4613181,"farmàcia lavilla biarge, rodolf",67
POINT (2.1821812 41.4391569),Supermercat SuperDragó,supermarket,,,,,,,,,,,,2.1821812,41.4391569,242920,4613007,supermercat superdragó,67
POINT (2.181135 41.4386777),Forn de Pa MediaVilla,bakery,,,,,,,,,,,,2.181135,41.4386777,242804,4612954,forn de pa mediavilla,67
POINT (2.1847634 41.4422592),Sorli Discau,supermarket,,,,,,,,,Sorli Discau,,,2.1847634,41.4422592,243208,4613352,sorli discau,-1
POINT (2.1847918 41.442791),"Farmàcia Martínez Folch, Gonzalo",,pharmacy,,pharmacy,,,Carrer d'En Tissó,4,8016.0,,,,2.1847918,41.442791,243211,4613411,"farmàcia martínez folch, gonzalo",67
POINT (2.1818189 41.4400902),Condis,supermarket,,,,,,Carrer de Baltasar Gracián,3-7,8016.0,Condis,Condis,,2.1818189,41.4400902,242880,4613111,condis,67
POINT (2.1392671 41.4118504),General Óptica,optician,,,,,,Carrer de Craywinckel,13,,General Óptica,,,2.1392671,41.4118504,238143,4609967,general óptica,183
POINT (2.1386796 41.4116287),Santa Gloria,bakery,,,,,,,,,,,,2.1386796,41.4116287,238078,4609943,santa gloria,183
POINT (2.138563 41.4113285),Papa John's,,restaurant,,,,,,,,,,pizza,2.138563,41.4113285,238065,4609909,papa john's,183
POINT (2.1397386 41.410395),Hotel Bertran,,,hotel,,,,,,,,,,2.1397386,41.410395,238196,4609805,hotel bertran,-1
POINT (2.1390363 41.4116804),Escolet Oliver,butcher,,,,,,,,,,,,2.1390363,41.4116804,238118,4609948,escolet oliver,183
POINT (2.1387762 41.4114959),Demos,books,,,,,,Carrer de Craywinckel,25,,,,,2.1387762,41.4114959,238089,4609928,demos,183
POINT (2.1392085 41.4120268),Drim,toys,,,,,,,,,,,,2.1392085,41.4120268,238137,4609987,drim,183
POINT (2.1394938 41.4117096),Dolça Estona,,cafe,,,,,,,,,,,2.1394938,41.4117096,238168,4609952,dolça estona,183
POINT (2.1588564 41.3878773),El Último Agave,,restaurant,,,,,Carrer d'Aragó,193,,,,,2.1588564,41.3878773,240324,4607299,el último agave,-1
POINT (2.1296933 41.3979567),BBVA,,bank,,,,,,,,BBVA,BBVA,,2.1296933,41.3979567,237077,4608421,bbva,133
POINT (2.1292884 41.3979532),Twenty One,hairdresser,,,,,,,,,,,,2.1292884,41.3979532,237032,4608420,twenty one,133
POINT (2.1701871 41.4082195),Bar Ricci,,cafe,,,,,,,,,,,2.1701871,41.4082195,241585,4609563,bar ricci,-1
POINT (2.1817019 41.4403298),Bar Bodega Molina,,restaurant,,,,,Carrer de Baltasar Gracián,10,,,,spanish,2.1817019,41.4403298,242867,4613138,bar bodega molina,67
POINT (2.1860546 41.3807514),Restaurant 1881,,restaurant,,,,,Plaça de Pau Vila,3,8039.0,Sagardi,Grupo Sagardi,,2.1860546,41.3807514,243352,4606505,restaurant 1881,216
POINT (2.1294834 41.3979576),Lady Smock,clothes,,,,,,,,,,,,2.1294834,41.3979576,237054,4608421,lady smock,133
POINT (2.1280119 41.3975078),Raffel Pages,hairdresser,,,,,,,,,,,,2.1280119,41.3975078,236890,4608371,raffel pages,-1
POINT (2.1667183 41.3558398),APM Terminals - Oficines,,,,,transportation,,Ronda del Port,233,8039.0,,,,2.1667183,41.3558398,241199,4603732,apm terminals - oficines,-1
POINT (2.2004729 41.3917893),MCRIT SL,,,,,company,,Carrer de Frederic Mompou,83,8005.0,,,,2.2004729,41.3917893,244957,4607734,mcrit sl,-1
POINT (2.1386401 41.4071913),Balmes Multicines,,cinema,,,,,Carrer de Balmes,422 424,8022.0,,,,2.1386401,41.4071913,238073,4609449,balmes multicines,-1
POINT (2.1374191 41.3736417),"Freebloc, gimnasio de escalada",,,,,,sports_centre,Carrer de Rossend Arús,11-15,8014.0,,,,2.1374191,41.3736417,237937,4605714,"freebloc, gimnasio de escalada",-1
POINT (2.1433229 41.3977157),Abou-khalil restaurant,,restaurant,,,,,Carrer de Santaló,88,,,,middle_eastern;lebanese,2.1433229,41.3977157,238595,4608394,abou-khalil restaurant,-1
POINT (2.1373289 41.4100648),Buenas Migas,,cafe,,,,,Carrer de Balmes,470,8022.0,Buenas Migas,,coffee_shop,2.1373289,41.4100648,237927,4609768,buenas migas,182
POINT (2.137725 41.4103763),BBVA,,bank,,,,,,,,BBVA,BBVA,,2.137725,41.4103763,237972,4609803,bbva,182
POINT (2.1375042 41.410279),Painos,shoes,,,,,,,,,,,,2.1375042,41.410279,237947,4609792,painos,182
POINT (2.140481 41.4121693),BBVA,,bank,,,,,Avinguda de la República Argentina,226,,BBVA,,,2.140481,41.4121693,238278,4610003,bbva,-1
POINT (2.1381684 41.4113838),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,2.1381684,41.4113838,238021,4609915,banco santander,183
POINT (2.1890672 41.4388577),Talens,stationery,,,,,,Guardiola i Feliu,7,8030.0,,,,2.1890672,41.4388577,243687,4612974,talens,73
POINT (2.1991334 41.4007421),Bon Gust,,cafe,,,,,Carrer de Pujades,155,8005.0,,,regional,2.1991334,41.4007421,244808,4608731,bon gust,360
POINT (2.1329222 41.3697062),BonÀrea,supermarket,,,,,,,,8014.0,BonÀrea,,,2.1329222,41.3697062,237437,4605276,bonàrea,215
POINT (2.1712246 41.4368391),Seu del Districte de Nou Barris,,shelter,,,government,,,1,8042.0,,,,2.1712246,41.4368391,241701,4612749,seu del districte de nou barris,63
POINT (2.1715411 41.436994),Oficina de l'Habitatge de Barcelona (Ajuntament de Barcelona),,,,,government,,Plaça Major de Nou Barris,1,8042.0,,,,2.1715411,41.436994,241736,4612766,oficina de l'habitatge de barcelona (ajuntament de barcelona),63
POINT (2.1722977 41.4375848),Oficina del Departament de Benestar i Família (Generalitat de Catalunya),,,,,government,,,,,,,,2.1722977,41.4375848,241820,4612832,oficina del departament de benestar i família (generalitat de catalunya),-1
POINT (2.1894799 41.4301969),,,post_box,,,,,,,,,,,2.1894799,41.4301969,243733,4612010,,126
POINT (2.1620158 41.3998575),Bar Falstaff,,bar,,,,,Carrer de Venus,3,8012.0,,,,2.1620158,41.3998575,240676,4608632,bar falstaff,754
POINT (2.1657869 41.3909471),Safestay Passeig de Gracia Barcelona,,,hostel,,,,Passeig de Gràcia,33,8008.0,,Safestay,,2.1657869,41.3909471,241095,4607640,safestay passeig de gracia barcelona,-1
POINT (2.1382135 41.4107909),Esports,sports,,,,,,,,,,,,2.1382135,41.4107909,238026,4609849,esports,183
POINT (2.1382796 41.4108881),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,2.1382796,41.4108881,238033,4609860,caixabank,183
POINT (2.1383513 41.4110122),Bazar Oriente,variety_store,,,,,,,,,,,,2.1383513,41.4110122,238041,4609874,bazar oriente,183
POINT (2.1383817 41.4111197),La Farga,bakery,,,,,,,,,,,,2.1383817,41.4111197,238045,4609886,la farga,183
POINT (2.1384082 41.4112078),Bodybell,chemist,,,,,,,,,,,,2.1384082,41.4112078,238048,4609896,bodybell,183
POINT (2.1384275 41.4112497),San Remo,chemist,,,,,,,,,,,,2.1384275,41.4112497,238050,4609900,san remo,183
POINT (2.1386583 41.4114014),Tave,clothes,,,,,,,,,,,,2.1386583,41.4114014,238075,4609917,tave,183
POINT (2.1387192 41.4114447),Tot Bonic,gift,,,,,,,,,,,,2.1387192,41.4114447,238082,4609922,tot bonic,183
POINT (2.1385817 41.4113859),ONCE,lottery,,,,,,,,,ONCE,,,2.1385817,41.4113859,238067,4609915,once,183
POINT (2.1388249 41.411534),Biba,gift,,,,,,Carrer de Craywinckel,25,,,,,2.1388249,41.411534,238094,4609932,biba,183
POINT (2.1391746 41.4117902),SuperVerd,greengrocer,,,,,,Carrer de Craywinckel,15,,,,,2.1391746,41.4117902,238133,4609960,superverd,183
POINT (2.1394678 41.4119723),Kois,,restaurant,,,,,,,,,,japanese,2.1394678,41.4119723,238166,4609981,kois,183
POINT (2.1395796 41.4120496),Suso,clothes,,,,,,Carrer de Craywinckel,5,,,,,2.1395796,41.4120496,238178,4609989,suso,183
POINT (2.1396179 41.4120766),El Celleret,alcohol,,,,,,Carrer de Craywinckel,5,,,,,2.1396179,41.4120766,238182,4609992,el celleret,183
POINT (2.1397234 41.4121457),Sacco,clothes,,,,,,Carrer de Craywinckel,3,,,,,2.1397234,41.4121457,238194,4610000,sacco,183
POINT (2.1396329 41.4125105),Cadena 88,doityourself,,,,,,,,,,,,2.1396329,41.4125105,238184,4610041,cadena 88,183
POINT (2.1397031 41.412365),Nicole,clothes,,,,,,,,,,,,2.1397031,41.412365,238192,4610024,nicole,183
POINT (2.1396766 41.4123439),C4 Optics,department_store,,,,,,,,,,,,2.1396766,41.4123439,238189,4610022,c4 optics,183
POINT (2.1396554 41.4123268),Craywinckel Café,,cafe,,,,,,,,,,,2.1396554,41.4123268,238186,4610020,craywinckel café,183
POINT (2.1395562 41.4122594),Color Me Nails,beauty,,,,,,,,,,,,2.1395562,41.4122594,238175,4610013,color me nails,183
POINT (2.163737 41.3847872),Santoni,,cafe,,,,,,,,,,,2.163737,41.3847872,240867,4606955,santoni,-1
POINT (2.1667078 41.3848861),Bar Veni,,bar,,,,,,,,,,,2.1667078,41.3848861,241198,4606966,bar veni,825
POINT (2.1591953 41.389758),,vacant,,,,,,Carrer de València,199,8011.0,,,,2.1591953,41.389758,240362,4607508,,704
POINT (2.1454409 41.4044908),bar1,,pub,,,,,,,,,,,2.1454409,41.4044908,238830,4609148,bar1,202
POINT (2.1380964 41.4110636),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,2.1380964,41.4110636,238013,4609880,banco sabadell,183
POINT (2.1577887 41.3829179),La Verema,,restaurant,,,,,Carrer del Comte d'Urgell,88,8011.0,,Tomàs Trabal,regional,2.1577887,41.3829179,240205,4606746,la verema,446
POINT (2.1212275 41.3987747),Cansaladeria Casadesus,butcher,,,,,,,,,,,,2.1212275,41.3987747,236135,4608512,cansaladeria casadesus,128
POINT (2.1577187 41.3998785),Las Euras,,restaurant,,,,,Plaça de la Vila de Gràcia,1,8012.0,,,regional,2.1577187,41.3998785,240197,4608634,las euras,937
POINT (2.190017 41.379349),L'Electricitat,,bar,,,,,Carrer de Sant Carles,15,8003.0,,,,2.190017,41.379349,243793,4606349,l'electricitat,191
POINT (2.190448 41.379378),Maians,,restaurant,,,,,Carrer de Sant Carles,28,,,,spanish,2.190448,41.379378,243841,4606352,maians,191
POINT (2.19093 41.379481),Leo,,bar,,,,,Carrer de Sant Carles,34,8003.0,,,,2.19093,41.379481,243894,4606364,leo,191
POINT (2.19116 41.37951),Absenta,,bar,,,,,,,,,,,2.19116,41.37951,243920,4606367,absenta,191
POINT (2.191283 41.379627),Compa Barceloneta,,restaurant,,,,,Carrer de Sant Carles,29,8003.0,,,mediterranean,2.191283,41.379627,243934,4606380,compa barceloneta,191
POINT (2.1745391 41.4341735),Farmàcia Ramón Ventura Buxados,,pharmacy,,pharmacy,,,Carrer de Deià,20,8016.0,,,,2.1745391,41.4341735,242070,4612452,farmàcia ramón ventura buxados,-1
POINT (2.1623919 41.4233551),,,,viewpoint,,,,,,,,,,2.1623919,41.4233551,240717,4611248,,-1
POINT (2.1217544 41.3974037),Bon Area,supermarket,,,,,,,,,Bon Area,,,2.1217544,41.3974037,236194,4608359,bon area,128
POINT (2.1650488 41.3834652),Manchester bar,,pub,,,,,,,,,,,2.1650488,41.3834652,241013,4606807,manchester bar,651
POINT (2.1257064 41.4043642),Iradier,,,,,,sports_centre,,,,,,,2.1257064,41.4043642,236634,4609134,iradier,-1
POINT (2.2031684 41.4033811),Granier,bakery,,,,,,,,,Granier,,,2.2031684,41.4033811,245257,4609024,granier,357
POINT (2.1585614 41.3922038),Olivia Balmes Hotel,,,hotel,,,,Carrer de Balmes,117,8008.0,,,,2.1585614,41.3922038,240291,4607780,olivia balmes hotel,-1
POINT (2.1928697 41.3921501),KUMON Centre de Matemàtiques i Lectura,,,,,educational_institution,,Carrer de Ramón Turró,40-42,8005.0,,,,2.1928697,41.3921501,244110,4607774,kumon centre de matemàtiques i lectura,-1
POINT (2.1742127 41.3815376),Hotel Condal,,,hotel,,,,Carrer de la Boqueria,23,8002.0,,,,2.1742127,41.3815376,242033,4606593,hotel condal,814
POINT (2.1783804 41.3777588),Barcelona Dreams,,,hotel,,,,Carrer de Josep Anselm Clavé,4,8002.0,,,,2.1783804,41.3777588,242497,4606172,barcelona dreams,578
POINT (2.1864689 41.3942954),Simatec Ingenieria SL,,,,,engineer,,Carrer dels Almogàvers,66,8018.0,,,,2.1864689,41.3942954,243398,4608013,simatec ingenieria sl,146
POINT (2.1953379 41.4134784),La Sirena,frozen_food,,,,,,Carrer del Concili de Trento,77,8018.0,La Sirena,,,2.1953379,41.4134784,244385,4610148,la sirena,-1
POINT (2.1326427 41.3806413),Zona eBooks,,,,,company,,Carrer de Joan Güell,94-96,8028.0,,,,2.1326427,41.3806413,237406,4606493,zona ebooks,369
POINT (2.1415165 41.3973879),British Council,,language_school,,,,,Carrer d'Amigó,83,8021.0,,,,2.1415165,41.3973879,238394,4608357,british council,-1
POINT (2.1418498 41.397507),Don Zangano,,cafe,,,,,,,,,,,2.1418498,41.397507,238431,4608370,don zangano,230
POINT (2.1438702 41.3954466),Josep Sala i Botana,,,,,architect,,,,,,,,2.1438702,41.3954466,238656,4608141,josep sala i botana,439
