geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.350183677575115 36.72014553566592),,,,,,,park,,,,,,,-4.350183677575115,36.72014553566592,-484262,4087687,,33
POINT (-4.348329545877952 36.720876285965176),Club Deportivo El Candado,,,,,,sports_centre,Avenida Principal del Candado,16,29018.0,,,,-4.348329545877952,36.720876285965176,-484056,4087768,club deportivo el candado,33
POINT (-4.42316712173091 36.71915355899245),,kiosk,,,,,,,,,,,,-4.42316712173091,36.71915355899245,-492387,4087576,,142
POINT (-4.447840725574983 36.68789880688968),,,,,,,park,,,,,,,-4.447840725574983,36.68789880688968,-495134,4084097,,99
POINT (-4.451166072019917 36.69249128488266),Trasteros Plus,storage_rental,,,,,,Avenida de los Guindos,17,29004.0,,,,-4.451166072019917,36.69249128488266,-495504,4084608,trasteros plus,-1
POINT (-4.450960052880043 36.69231763230724),La Cochera Cabaret,,theatre,,,,,Avenida de los Guindos,19,29004.0,,,,-4.450960052880043,36.69231763230724,-495481,4084589,la cochera cabaret,-1
POINT (-4.45290048840955 36.6932052445101),Mosa Málaga,car,,,,,,Avenida de Velázquez,83,29004.0,Peugeot,,,-4.45290048840955,36.6932052445101,-495697,4084688,mosa málaga,-1
POINT (-4.448988851143681 36.69305113899982),,,,,,,park,,,,,,,-4.448988851143681,36.69305113899982,-495261,4084670,,101
POINT (-4.448000085405918 36.697345502523895),Mercadona,supermarket,,,,,,Calle Frigiliana,8,29003.0,Mercadona,,,-4.448000085405918,36.697345502523895,-495151,4085149,mercadona,97
POINT (-4.4508640333706415 36.688813078368625),,,,,,,park,,,,,,,-4.4508640333706415,36.688813078368625,-495470,4084199,,98
POINT (-4.451648405178813 36.68729938934681),,,,,,,park,,,,,,,-4.451648405178813,36.68729938934681,-495558,4084030,,98
POINT (-4.343163441731057 36.72269680456844),Fundación Casas Ripoll,,clinic,,clinic,,,,,,,,,-4.343163441731057,36.72269680456844,-483481,4087971,fundación casas ripoll,-1
POINT (-4.346537741786182 36.72256891217373),Colegio de Educación Infantil y Primaria Jorge Guillén,,school,,,,,Camino Viejo de Vélez,1,29018.0,,,,-4.346537741786182,36.72256891217373,-483857,4087956,colegio de educación infantil y primaria jorge guillén,-1
POINT (-4.345517082653358 36.72278957828239),Instituto de Educación Secundaria El Palo,,school,,,,,Camino Viejo de Vélez,17,29018.0,,,,-4.345517082653358,36.72278957828239,-483743,4087981,instituto de educación secundaria el palo,-1
POINT (-4.418613379792903 36.737411278679986),Lidl,supermarket,,,,,,Avenida de los Pascueros,3,29013.0,Lidl,,,-4.418613379792903,36.737411278679986,-491880,4089609,lidl,-1
POINT (-4.42324754186563 36.724574654302494),Sala Unicaja de Conciertos María Cristiana,,theatre,,,,,Calle Marqués de Valdecañas,2,29008.0,,Fundación Obra Social Unicaja,,-4.42324754186563,36.724574654302494,-492396,4088180,sala unicaja de conciertos maría cristiana,-1
POINT (-4.353213737570852 36.722602660817486),Instituto de Educación Secundaria Mediterráneo,,school,,,,,Calle Idumea,1,29018.0,,,,-4.353213737570852,36.722602660817486,-484600,4087960,instituto de educación secundaria mediterráneo,-1
POINT (-4.395212918004436 36.72368672363267),Quiosco Bellavista,kiosk,,,,,,,,,,,,-4.395212918004436,36.72368672363267,-489275,4088081,quiosco bellavista,-1
POINT (-4.450302929236358 36.72769655719246),Centro Concertado de Enseñanza San José Obrero,,school,,,,,Calle Emilio Benavent,1,29010.0,,Fundación Dioscesana de Enseñanza Santa María de la Victoria,,-4.450302929236358,36.72769655719246,-495408,4088527,centro concertado de enseñanza san josé obrero,-1
POINT (-4.520353571746574 36.71191915971188),El Templo del Motor,,,,,,sports_centre,Calle Prokofiev,1,29196.0,,,,-4.520353571746574,36.71191915971188,-503206,4086771,el templo del motor,5
POINT (-4.402507325040251 36.767062628690404),Venta Carlos del Mirador,,restaurant,,,,,,,,,,traditional,-4.402507325040251,36.767062628690404,-490087,4092909,venta carlos del mirador,-1
POINT (-4.534225215710858 36.72232012637752),Parque Forestal Cerro Vallejo,,,,,,park,,,,,Ayuntamiento de Málaga,,-4.534225215710858,36.72232012637752,-504750,4087929,parque forestal cerro vallejo,4
POINT (-4.5339124071424495 36.720776695961),,,,,,,park,,,,,,,-4.5339124071424495,36.720776695961,-504715,4087757,,4
POINT (-4.43817873481575 36.704381025436426),,,,,,,park,,,,,,,-4.43817873481575,36.704381025436426,-494058,4085932,,-1
POINT (-4.488991241897612 36.74201950507366),Aldi,supermarket,,,,,,Calle Lope de Rueda,161,29190.0,Aldi,,,-4.488991241897612,36.74201950507366,-499715,4090122,aldi,17
POINT (-4.494812082565726 36.71500399296772),,kiosk,,,,,,,,,,,,-4.494812082565726,36.71500399296772,-500362,4087114,,24
POINT (-4.516294318507745 36.70886602649719),Scania Hispania Málaga,truck,,,,,,Calle Pedagoga María Montessori,16,29004.0,,,,-4.516294318507745,36.70886602649719,-502754,4086431,scania hispania málaga,5
POINT (-4.464653039922647 36.727606477435),,,,,,,park,,,,,,,-4.464653039922647,36.727606477435,-497005,4088517,,50
POINT (-4.424772878793167 36.720040135929345),Museo de Artes y Costumbres Populares,,,museum,,,,,1,29005.0,,Fundación Unicaja,,-4.424772878793167,36.720040135929345,-492566,4087675,museo de artes y costumbres populares,142
POINT (-4.465069978263922 36.726465695566255),,,,,,,park,,,,,,,-4.465069978263922,36.726465695566255,-497052,4088390,,-1
POINT (-4.4813506841778885 36.737750004894515),Centro de Salud Puerto de la Torre,,clinic,,clinic,,,Avenida Andersen,1,29190.0,,Servicio Andaluz de Salud,,-4.4813506841778885,36.737750004894515,-498864,4089646,centro de salud puerto de la torre,17
POINT (-4.4814265223974985 36.73703879374852),Junta Municipal de Distrito Puerto de la Torre,,,,,government,,Calle Víctor Hugo,1,29190.0,,Ayuntamiento de Málaga,,-4.4814265223974985,36.73703879374852,-498872,4089567,junta municipal de distrito puerto de la torre,17
POINT (-4.49795545594162 36.718644998764496),Instituto de Hortofruticultura Subtropical y Mediterránea La Mayora,,research_institute,,,research,,Bulevar Louis Pasteur,49,29590.0,,Universidad de Málaga;CSIC,,-4.49795545594162,36.718644998764496,-500712,4087520,instituto de hortofruticultura subtropical y mediterránea la mayora,24
POINT (-4.471914655589703 36.668025803104356),Centro Cultural Vecinal San Julián,,community_centre,,,,,Camino Guadalmar a la Loma,24,29004.0,,,,-4.471914655589703,36.668025803104356,-497814,4081885,centro cultural vecinal san julián,15
POINT (-4.477931471498445 36.65951213596239),Kart&Fun Málaga,,,,,,sports_centre,,,,,,,-4.477931471498445,36.65951213596239,-498483,4080937,kart&fun málaga,20
POINT (-4.483289758673991 36.73319190518911),Centro de Servicios Sociales Comunitarios Puerto de la Torre,,,,,government,,Calle Lara Castañeda,61,,,Ayuntamiento de Málaga,,-4.483289758673991,36.73319190518911,-499080,4089139,centro de servicios sociales comunitarios puerto de la torre,17
POINT (-4.40531335050208 36.76671595580299),Restaurante Los Tres Cincos,,restaurant,,,,,,,,,,traditional,-4.40531335050208,36.76671595580299,-490399,4092871,restaurante los tres cincos,-1
POINT (-4.426657423955716 36.77277673669243),Centro Ciudadano de Haza Carpintero,,community_centre,,,,,,,,,Ayuntamiento de Málaga,,-4.426657423955716,36.77277673669243,-492776,4093546,centro ciudadano de haza carpintero,-1
POINT (-4.460302933642414 36.72025629943335),Kiosko Fuente de colores,kiosk,,,,,,Calle Mesonero Romanos,24,29010.0,,,,-4.460302933642414,36.72025629943335,-496521,4087699,kiosko fuente de colores,56
POINT (-4.4275713069501546 36.74287569992181),Centro de Servicios Sociales Comunitarios Palma-Palmilla,,,,,government,,Calle Alonso Cruzado,4,,,Ayuntamiento de Málaga,,-4.4275713069501546,36.74287569992181,-492877,4090217,centro de servicios sociales comunitarios palma-palmilla,-1
POINT (-4.471666272385376 36.68479022414681),,,,,,,park,,,,,,,-4.471666272385376,36.68479022414681,-497786,4083751,,34
POINT (-4.472609142850717 36.684218715452786),,,,,,,park,,,,,,,-4.472609142850717,36.684218715452786,-497891,4083687,,34
POINT (-4.410311 36.7230917),Souvenir Lozano,kiosk,,,,,,,,,,,,-4.410311,36.7230917,-490956,4088015,souvenir lozano,71
POINT (-4.46751564471847 36.711850352645484),McDonald's,,fast_food,,,,,Avenida María Zambrano,7,29006.0,McDonald's,,burger,-4.46751564471847,36.711850352645484,-497324,4086763,mcdonald's,54
POINT (-4.364077083273907 36.82621216290678),Ecomuseo Lagar de Torrijos,,,museum,,,,,,,,Junta de Andalucía,,-4.364077083273907,36.82621216290678,-485809,4099494,ecomuseo lagar de torrijos,1
POINT (-4.443163750288569 36.813262730187574),Venta La Cotrina,,restaurant,,,,,,,,,,,-4.443163750288569,36.813262730187574,-494613,4098052,venta la cotrina,-1
POINT (-4.438540063693196 36.81154970938343),Restaurante Montesol,,restaurant,,,,,,,,,,,-4.438540063693196,36.81154970938343,-494098,4097862,restaurante montesol,-1
POINT (-4.443591228358646 36.81307497120055),,,restaurant,,,,,,,,,,,-4.443591228358646,36.81307497120055,-494661,4098032,,-1
POINT (-4.4712377085006665 36.73140802587589),,,,,,,park,,,,,,,-4.4712377085006665,36.73140802587589,-497738,4088940,,40
POINT (-4.4698834704831825 36.73120914746351),,kiosk,,,,,,,,,,,,-4.4698834704831825,36.73120914746351,-497587,4088918,,40
POINT (-4.347911679824671 36.87292967799941),Venta El Pinar,,restaurant,,,,,,,,,,spanish,-4.347911679824671,36.87292967799941,-484010,4104695,venta el pinar,-1
POINT (-4.483700011551226 36.722919898659676),Clínica El Cónsul,,clinic,,clinic,,,Calle Aristófanes,2A,29010.0,,,,-4.483700011551226,36.722919898659676,-499125,4087995,clínica el cónsul,48
POINT (-4.472816740427063 36.72385979548456),Peña Finca La Palma,,,,,association,,,,,,,,-4.472816740427063,36.72385979548456,-497914,4088100,peña finca la palma,-1
POINT (-4.481670733577949 36.71814889232735),Centro Meteorológico Territorial de Andalucía Oriental,,,,,research,,,,,,,,-4.481670733577949,36.71814889232735,-498900,4087464,centro meteorológico territorial de andalucía oriental,-1
POINT (-4.34802152503655 36.72217504724862),Café Kiosko María,,cafe,,,,,Carretera Olías,107,29018.0,,,regional;coffee_shop;ice_cream,-4.34802152503655,36.72217504724862,-484022,4087913,café kiosko maría,33
POINT (-4.337217241558989 36.72203316029025),,,,,,,sports_centre,,,,,,,-4.337217241558989,36.72203316029025,-482819,4087897,,-1
POINT (-4.459028073746099 36.72136498766975),,,,,,,sports_centre,,,,,,,-4.459028073746099,36.72136498766975,-496379,4087822,,-1
POINT (-4.41591287339787 36.73304330591032),ONCE,lottery,,,,,,,3,,ONCE,ONCE,,-4.41591287339787,36.73304330591032,-491579,4089122,once,142
POINT (-4.474030544363214 36.65160788969146),,,,,,,park,,,,,,,-4.474030544363214,36.65160788969146,-498049,4080057,,9
POINT (-4.335783581710436 36.72598272865346),Choza del Gato,,restaurant,,,,,,,,,,regional,-4.335783581710436,36.72598272865346,-482659,4088336,choza del gato,-1
POINT (-4.526437845520295 36.70518035740791),,convenience,,,,,,,,,,,,-4.526437845520295,36.70518035740791,-503883,4086021,,-1
POINT (-4.354617672709314 36.71975015677654),Centro de Deportes El Palo Nuevo San Ignacio,,,,,,sports_centre,,,,,,,-4.354617672709314,36.71975015677654,-484756,4087643,centro de deportes el palo nuevo san ignacio,39
POINT (-4.355131319391673 36.71863450296521),,florist,,,,,,,,,,,,-4.355131319391673,36.71863450296521,-484813,4087518,,-1
POINT (-4.414693542409564 36.729132301630536),,kiosk,,,,,,,,,,,,-4.414693542409564,36.729132301630536,-491444,4088687,,142
POINT (-4.451049682350203 36.701988660612855),,,,,,,park,,,,,,,-4.451049682350203,36.701988660612855,-495491,4085665,,97
POINT (-4.449950599999999 36.7018412),,kiosk,,,,,,,,,,,,-4.449950599999999,36.7018412,-495369,4085649,,97
POINT (-4.368310163578477 36.72495976494052),Colegio La Presentación,,school,,,,,Calle Octavio Picón,21,29017.0,,,,-4.368310163578477,36.72495976494052,-486280,4088223,colegio la presentación,-1
POINT (-4.350373664440783 36.71945260535328),Carrefour Express,convenience,,,,,,Avenida Principal del Candado,2,29018.0,Carrefour Express,,,-4.350373664440783,36.71945260535328,-484284,4087609,carrefour express,33
POINT (-4.346804701663039 36.718000869926165),,,,,,,park,,,,,,,-4.346804701663039,36.718000869926165,-483886,4087448,,-1
POINT (-4.336245890043539 36.72325727277042),Venta El Gato,,restaurant,,,,,,,,,,regional;spanish,-4.336245890043539,36.72325727277042,-482711,4088033,venta el gato,-1
POINT (-4.4907173100898445 36.72440929010857),,,,,,,sports_centre,,,,,,,-4.4907173100898445,36.72440929010857,-499907,4088161,,-1
POINT (-4.488360897074347 36.72253052028324),,,,,,,park,,,,,,,-4.488360897074347,36.72253052028324,-499644,4087952,,-1
POINT (-4.47292997913074 36.722291531183515),,,,,,,sports_centre,,,,,,,-4.47292997913074,36.722291531183515,-497927,4087925,,-1
POINT (-4.462224809625306 36.73205422635841),Parque Julio Cortázar,,,,,,park,,,,,,,-4.462224809625306,36.73205422635841,-496735,4089012,parque julio cortázar,-1
POINT (-4.481481747366482 36.706679249485674),,,,,,,park,,,,,,,-4.481481747366482,36.706679249485674,-498879,4086188,,-1
POINT (-4.478565847189178 36.74155848030666),,,,,,,sports_centre,,,,,,,-4.478565847189178,36.74155848030666,-498554,4090070,,17
POINT (-4.477624892415032 36.69982646698339),Club Petanca Los Prados,,community_centre,,,,,Calle Cofa,11,29006.0,,,,-4.477624892415032,36.69982646698339,-498449,4085425,club petanca los prados,42
POINT (-4.361738321345249 36.719714891855595),,,,,,,park,,,,,,,-4.361738321345249,36.719714891855595,-485549,4087639,,39
POINT (-4.496761733211075 36.6666535845891),,,community_centre,,,,,Calle Rigoberta Menchú,6,,,,,-4.496761733211075,36.6666535845891,-500580,4081732,,-1
POINT (-4.50740678360401 36.672111104360205),,,,,,,park,,,,,,,-4.50740678360401,36.672111104360205,-501765,4082339,,18
POINT (-4.506807353401052 36.67301604553384),Supermercado Churriana,supermarket,,,,,,,,,,,,-4.506807353401052,36.67301604553384,-501698,4082440,supermercado churriana,18
POINT (-4.506689799604466 36.672974670864846),Bar Carrasco,,pub,,,,,,,,,,,-4.506689799604466,36.672974670864846,-501685,4082436,bar carrasco,18
POINT (-4.50805196843651 36.672133571206544),Modas Marilen,boutique,,,,,,,,,,,,-4.50805196843651,36.672133571206544,-501836,4082342,modas marilen,18
POINT (-4.509044685090251 36.672093817661235),Agencia de Viajes Noria Tours,travel_agency,,,,,,,,,,,,-4.509044685090251,36.672093817661235,-501947,4082337,agencia de viajes noria tours,18
POINT (-4.509103717916409 36.67202226812076),Peluqueos Úrsula,hairdresser,,,,,,,,,,,,-4.509103717916409,36.67202226812076,-501953,4082330,peluqueos úrsula,18
POINT (-4.383463177376944 36.7231352775876),Observatorio de Medio Ambiente Urbano,,,,,government,,Camino de la Desviación,18,29018.0,,Ayuntamiento de Málaga,,-4.383463177376944,36.7231352775876,-487967,4088019,observatorio de medio ambiente urbano,-1
POINT (-4.373431169793849 36.73228890900847),Colegio de Educación Infantil y Primaria La Biznaga,,school,,,,,Calle Suceso Luengo,15,29018.0,,,,-4.373431169793849,36.73228890900847,-486850,4089038,colegio de educación infantil y primaria la biznaga,-1
POINT (-4.358395616321472 36.71953404823991),Centro de Servicios Sociales Comunitarios Málaga Este,,,,,government,,Calle Danvila y Collado,4,,,Ayuntamiento de Málaga,,-4.358395616321472,36.71953404823991,-485177,4087619,centro de servicios sociales comunitarios málaga este,-1
POINT (-4.3749484759505775 36.731333647840955),Aldi,supermarket,,,,,,Calle José Fernández Pertierra,14,29018.0,Aldi,,,-4.3749484759505775,36.731333647840955,-487019,4088932,aldi,-1
POINT (-4.457693227946972 36.690987128317325),Todoluz,lighting,,,,,,Avenida de Velázquez,108,29004.0,,,,-4.457693227946972,36.690987128317325,-496230,4084441,todoluz,82
POINT (-4.368931159424799 36.72886462145371),Hospital San Francisco de Asís,,hospital,,hospital,,,,,,,,,-4.368931159424799,36.72886462145371,-486349,4088657,hospital san francisco de asís,-1
POINT (-4.427582452213924 36.72703361430425),Jardines de Madre Petra,,,,,,park,,,,,,,-4.427582452213924,36.72703361430425,-492878,4088453,jardines de madre petra,-1
POINT (-4.473343155858027 36.66145508837991),Verdecora,garden_centre,,,,,,Avenida Enrique Granados,3,29003.0,,,,-4.473343155858027,36.66145508837991,-497973,4081153,verdecora,-1
POINT (-4.474857503914112 36.662296106320255),Obramat,doityourself,,,,,,Avenida Manuel Castillo,,29004.0,,,,-4.474857503914112,36.662296106320255,-498141,4081247,obramat,-1
POINT (-4.434947289116949 36.70499118426467),,kiosk,,,,,,,,,,,,-4.434947289116949,36.70499118426467,-493698,4086000,,119
POINT (-4.434253693819719 36.70504799014319),Centro de Salud de Huelin,,clinic,,clinic,,,,,,,Servicio Andaluz de Salud,,-4.434253693819719,36.70504799014319,-493621,4086006,centro de salud de huelin,-1
POINT (-4.415729279587172 36.72813330045651),Centro de Educación Permanente Bahía Capuchinos,,college,,,,,Calle Chaves,5,,,Junta de Andalucía,,-4.415729279587172,36.72813330045651,-491559,4088576,centro de educación permanente bahía capuchinos,142
POINT (-4.46165067398666 36.72180700635393),,kiosk,,,,,,,,,,,,-4.46165067398666,36.72180700635393,-496671,4087872,,-1
POINT (-4.4619911709713165 36.72514900837535),,kiosk,,,,,,,,,,,,-4.4619911709713165,36.72514900837535,-496709,4088244,,50
POINT (-4.455980922107992 36.71555498343696),Carrefour Alameda,mall,,,,,,,,,,Carrefour,,-4.455980922107992,36.71555498343696,-496040,4087176,carrefour alameda,-1
POINT (-4.460697380979579 36.70905935512165),Centro Comercial Bahía Málaga,mall,,,,,,Calle Madagascar,1,29006.0,,,,-4.460697380979579,36.70905935512165,-496565,4086452,centro comercial bahía málaga,55
POINT (-4.463218245516294 36.707866112139385),,,,,,,sports_centre,,,,,,,-4.463218245516294,36.707866112139385,-496845,4086320,,-1
POINT (-4.4647239532788 36.70851073505992),,,,,,,park,,,,,,,-4.4647239532788,36.70851073505992,-497013,4086391,,54
POINT (-4.4657045628611955 36.71069479911606),Fremap,,clinic,,clinic,,,Calle Hamlet,36,29006.0,,,,-4.4657045628611955,36.71069479911606,-497122,4086635,fremap,54
POINT (-4.456970263144244 36.710247686054466),,,,,,,park,,,,,,,-4.456970263144244,36.710247686054466,-496150,4086585,,-1
POINT (-4.453612228444298 36.711098581127295),Colegio Divino Maestro,,school,,,,,Calle Corregidor Pedro Zapata,14,29006.0,,,,-4.453612228444298,36.711098581127295,-495776,4086679,colegio divino maestro,70
POINT (-4.4527145697983395 36.711017856537524),Pabellón Deportivo Tiro de Pichón,,,,,,sports_centre,Calle Corregidor Pedro Zapata,7,29006.0,,,,-4.4527145697983395,36.711017856537524,-495676,4086671,pabellón deportivo tiro de pichón,-1
POINT (-4.4562855310131475 36.70609427004109),,,,,,,park,,,,,,,-4.4562855310131475,36.70609427004109,-496074,4086122,,43
POINT (-4.3763454425817825 36.722408269776764),,kiosk,,,,,,,,,,,,-4.3763454425817825,36.722408269776764,-487175,4087938,,37
POINT (-4.455530800000001 36.7046409),,kiosk,,,,,,,,,,,,-4.455530800000001,36.7046409,-495990,4085961,,43
POINT (-4.371686099999999 36.72060555),,kiosk,,,,,,,,,,,,-4.371686099999999,36.72060555,-486656,4087738,,36
POINT (-4.369729260521464 36.72038607581916),,kiosk,,,,,,,,,,,,-4.369729260521464,36.72038607581916,-486438,4087713,,-1
POINT (-4.37007941660704 36.720435276158966),Merlo La Revuelo,,restaurant,,,,,,,,,,,-4.37007941660704,36.720435276158966,-486477,4087719,merlo la revuelo,-1
POINT (-4.438861676291005 36.701096967411495),Jardines Diego Gómez Cabrera,,,,,,park,,,,,,,-4.438861676291005,36.701096967411495,-494134,4085566,jardines diego gómez cabrera,114
POINT (-4.437680114389058 36.70256400083628),Centro Ciudadano Huelin,,community_centre,,,,,Calle Emilio de la Cerda,24,29002.0,,Ayuntamiento de Málaga,,-4.437680114389058,36.70256400083628,-494003,4085729,centro ciudadano huelin,115
POINT (-4.452602950617931 36.71201131376808),Colegio de Educación Infantil y Primaria Arturo Reyes,,school,,,,,Calle Corregidor Francisco de Molina,,,,,,-4.452602950617931,36.71201131376808,-495664,4086781,colegio de educación infantil y primaria arturo reyes,70
POINT (-4.396785268305017 36.72230774852838),,kiosk,,,,,,,,,,,,-4.396785268305017,36.72230774852838,-489450,4087927,,-1
POINT (-4.451403861950098 36.70955794343486),,,,,,,park,,,,,,,-4.451403861950098,36.70955794343486,-495530,4086508,,69
POINT (-4.365403648370612 36.71951437241645),Colegio Virgen Milagrosa,,school,,,,,,11,29017.0,,,,-4.365403648370612,36.71951437241645,-485957,4087616,colegio virgen milagrosa,-1
POINT (-4.364975542265817 36.71936896928665),La Casita,,pub,,,,,Calle Quitapenas,3,29017.0,,,,-4.364975542265817,36.71936896928665,-485909,4087600,la casita,-1
POINT (-4.356003590285794 36.71826717405916),,kiosk,,,,,,,,,,,,-4.356003590285794,36.71826717405916,-484910,4087478,,-1
POINT (-4.361672462552717 36.72060814743625),Centro Internacional de Español,,college,,,,,Avenida Estación de El Palo,4,29017.0,,Universidad de Málaga,,-4.361672462552717,36.72060814743625,-485541,4087738,centro internacional de español,39
POINT (-4.367660863041822 36.721284203607915),,,,,,,park,,,,,,,-4.367660863041822,36.721284203607915,-486208,4087813,,-1
